,Airline,Confirmed,CreationDate,Date,Destination,FlightNumber,Scheduled,Type
4654,Icelandair,Á áætlun,2021-07-24,2021-10-13,London Heathrow,FI450,07:40,Departure
4655,Icelandair,Á áætlun,2021-07-24,2021-10-13,Amsterdam,FI500,07:40,Departure
4656,Icelandair,Á áætlun,2021-07-24,2021-10-13,Berlin Brandenburg,FI528,07:40,Departure
4657,Icelandair,Á áætlun,2021-07-24,2021-10-13,London Gatwick,FI470,07:45,Departure
4658,Icelandair,Á áætlun,2021-07-24,2021-10-13,Kaupmannahöfn,FI204,07:45,Departure
4659,Icelandair,Á áætlun,2021-07-24,2021-10-13,Amsterdam,FI506,07:50,Departure
4660,Icelandair,Á áætlun,2021-07-24,2021-10-13,Osló,FI318,07:50,Departure
4661,Icelandair,Á áætlun,2021-07-24,2021-10-13,París CDG,FI544,07:50,Departure
4662,Neos,Á áætlun,2021-07-24,2021-10-13,Tenerife South,NO3924,08:20,Departure
4663,Icelandair,Á áætlun,2021-07-24,2021-10-13,Kaupmannahöfn,FI206,08:20,Departure
4664,Icelandair,Á áætlun,2021-07-24,2021-10-13,Faro,FI1542,08:30,Departure
4665,Icelandair,Á áætlun,2021-07-24,2021-10-13,Tenerife South,FI580,08:40,Departure
4666,Icelandair,Á áætlun,2021-07-24,2021-10-13,Tenerife South,FI582,08:50,Departure
4667,Play,Á áætlun,2021-07-24,2021-10-13,Tenerife South,OG620,10:10,Departure
4668,Wizz Air,Á áætlun,2021-07-24,2021-10-13,Kraká,W65054,10:15,Departure
