Airline,Confirmed,CreationDate,Date,Destination,FlightNumber,Scheduled,Type,Scenario
Lufthansa,Á áætlun,2021-07-24,2021-08-14,Frankfurt,LH857,13:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-14,Barcelona,FI596,14:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-14,Mílanó,FI592,14:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-14,Madríd,FI594,14:00,Departure,Plan
Play,Á áætlun,2021-07-24,2021-08-14,Alicante,OG604,15:15,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-14,Dortmund,W64714,15:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-14,Búdapest,W62428,16:25,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-14,Kaupmannahöfn,FI216,16:25,Departure,Plan
Edelweiss,Á áætlun,2021-07-24,2021-08-14,Zurich,WK301,16:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-14,Minneapolis St Paul,FI657,16:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-14,Chicago,FI853,16:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-14,Portland,FI665,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-14,Washington Dulles,FI645,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-14,Denver,FI671,16:55,Departure,Plan
Air Greenland,Á áætlun,2021-07-24,2021-08-14,Nuuk,GL711,16:55,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-14,New York JFK,FI615,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-14,New York Newark,FI623,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-14,Toronto,FI603,17:05,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-14,Seattle,FI681,17:05,Departure,Plan
Vueling,Á áætlun,2021-07-24,2021-08-14,Barcelona,VY8561,17:10,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-14,Boston,FI631,17:15,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-14,Seattle,FI683,17:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-14,Vín,W62858,17:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-14,Wroclaw,W61898,18:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-14,Mílanó,W65566,19:20,Departure,Plan
Transavia,Á áætlun,2021-07-24,2021-08-14,Amsterdam,HV6888,19:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-14,Gdansk,W61774,20:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-15,Varsjá,W61540,00:10,Departure,Plan
Lufthansa,Á áætlun,2021-07-24,2021-08-15,Munchen,LH2469,01:05,Departure,Plan
Czech Airlines,Á áætlun,2021-07-24,2021-08-15,Prag,OK461,01:30,Departure,Plan
Iberia Express,Á áætlun,2021-07-24,2021-08-15,Madríd,I23661,01:35,Departure,Plan
Play,Á áætlun,2021-07-24,2021-08-15,París CDG,OG400,06:00,Departure,Plan
Play,Á áætlun,2021-07-24,2021-08-15,London Stansted,OG800,06:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Zurich,FI568,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Munchen,FI532,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Frankfurt,FI520,07:25,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Stokkhólmur,FI306,07:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Amsterdam,FI500,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Brussel,FI554,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,París CDG,FI542,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,London Heathrow,FI450,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Berlin Brandenburg,FI528,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Kaupmannahöfn,FI204,07:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Hamborg,FI510,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Osló,FI318,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Kaupmannahöfn,FI206,08:00,Departure,Plan
EasyJet,Á áætlun,2021-07-24,2021-08-15,Manchester,EZY1806,09:15,Departure,Plan
Eurowings,Á áætlun,2021-07-24,2021-08-15,Hamborg,EW7809,09:20,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-08-15,Minneapolis St Paul,DL261,09:30,Departure,Plan
EasyJet,Á áætlun,2021-07-24,2021-08-15,London Luton,EZY2296,09:35,Departure,Plan
Norwegian,Á áætlun,2021-07-24,2021-08-15,Osló,DY1171,10:00,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-08-15,Boston,DL267,10:05,Departure,Plan
United Airlines,Á áætlun,2021-07-24,2021-08-15,Chicago,UA913,10:30,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-08-15,New York JFK,DL247,11:15,Departure,Plan
United Airlines,Á áætlun,2021-07-24,2021-08-15,New York Newark,UA967,11:20,Departure,Plan
Air Baltic,Á áætlun,2021-07-24,2021-08-15,Riga,BT170,15:10,Departure,Plan
Play,Á áætlun,2021-07-24,2021-08-15,Berlin Brandenburg,OG704,15:15,Departure,Plan
Play,Á áætlun,2021-07-24,2021-08-15,Kaupmannahöfn,OG904,15:15,Departure,Plan
EasyJet,Á áætlun,2021-07-24,2021-08-15,Edinborg,EZY6942,15:25,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Frankfurt,FI524,15:55,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,París CDG,FI540,16:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Amsterdam,FI504,16:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Kaupmannahöfn,FI216,16:10,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,London Heathrow,FI454,16:10,Departure,Plan
SAS,Á áætlun,2021-07-24,2021-08-15,Osló,SK4788,16:15,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Minneapolis St Paul,FI657,16:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Chicago,FI853,16:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Washington Dulles,FI645,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Denver,FI671,16:55,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,New York JFK,FI615,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,New York Newark,FI623,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Toronto,FI603,17:05,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Seattle,FI681,17:05,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Boston,FI631,17:15,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-15,Seattle,FI683,17:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-15,Riga,W62598,20:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-16,Varsjá,W61540,00:05,Departure,Plan
Lufthansa,Á áætlun,2021-07-24,2021-08-16,Frankfurt,LH869,00:25,Departure,Plan
Eurowings,Á áætlun,2021-07-24,2021-08-16,Dusseldorf,EW9281,00:30,Departure,Plan
Austrian,Á áætlun,2021-07-24,2021-08-16,Vín,OS9762,01:00,Departure,Plan
Czech Airlines,Á áætlun,2021-07-24,2021-08-16,Prag,OK461,02:00,Departure,Plan
Play,Á áætlun,2021-07-24,2021-08-16,París CDG,OG400,06:00,Departure,Plan
Play,Á áætlun,2021-07-24,2021-08-16,London Stansted,OG800,06:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Zurich,FI568,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Munchen,FI532,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Genf,FI564,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Frankfurt,FI520,07:25,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Stokkhólmur,FI306,07:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,París CDG,FI542,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,London Heathrow,FI450,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Amsterdam,FI500,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Brussel,FI554,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Berlin Brandenburg,FI528,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Kaupmannahöfn,FI204,07:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Amsterdam,FI506,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Osló,FI318,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Kaupmannahöfn,FI206,08:00,Departure,Plan
Transavia,Á áætlun,2021-07-24,2021-08-16,Amsterdam,HV6886,08:45,Departure,Plan
EasyJet,Á áætlun,2021-07-24,2021-08-16,London Luton,EZY2296,08:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Boston,FI635,09:20,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-08-16,Minneapolis St Paul,DL261,09:30,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-08-16,Boston,DL267,10:05,Departure,Plan
Atlantic Airways,Á áætlun,2021-07-24,2021-08-16,Vagar,RC402,10:20,Departure,Plan
United Airlines,Á áætlun,2021-07-24,2021-08-16,Chicago,UA913,10:30,Departure,Plan
SAS,Á áætlun,2021-07-24,2021-08-16,Kaupmannahöfn,SK596,10:30,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-08-16,New York JFK,DL247,11:15,Departure,Plan
SAS,Á áætlun,2021-07-24,2021-08-16,Osló,SK4788,11:15,Departure,Plan
United Airlines,Á áætlun,2021-07-24,2021-08-16,New York Newark,UA967,11:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Mílanó,FI592,14:00,Departure,Plan
Air Baltic,Á áætlun,2021-07-24,2021-08-16,Riga,BT170,15:10,Departure,Plan
Play,Á áætlun,2021-07-24,2021-08-16,Kaupmannahöfn,OG904,15:15,Departure,Plan
Play,Á áætlun,2021-07-24,2021-08-16,Barcelona,OG614,15:15,Departure,Plan
Play,Á áætlun,2021-07-24,2021-08-16,Berlin Brandenburg,OG704,15:15,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,París CDG,FI540,16:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,London Heathrow,FI454,16:10,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Kaupmannahöfn,FI216,16:10,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Billund,FI274,16:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Chicago,FI853,16:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Washington Dulles,FI645,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Portland,FI665,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Denver,FI671,16:55,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,New York JFK,FI615,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,New York Newark,FI623,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Seattle,FI681,17:05,Departure,Plan
Vueling,Á áætlun,2021-07-24,2021-08-16,Barcelona,VY8561,17:10,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Orlando,FI689,17:15,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-16,Boston,FI631,17:15,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-16,Wroclaw,W61898,18:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-16,Rome Fiumicino,W68266,19:20,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-16,Katowice,W61168,20:45,Departure,Plan
Lufthansa,Á áætlun,2021-07-24,2021-08-17,Frankfurt,LH869,00:25,Departure,Plan
Czech Airlines,Á áætlun,2021-07-24,2021-08-17,Prag,OK461,01:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Munchen,FI532,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Zurich,FI568,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Frankfurt,FI520,07:25,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Helsinki,FI342,07:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Stokkhólmur,FI306,07:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,London Heathrow,FI450,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,París CDG,FI542,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Amsterdam,FI500,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Berlin Brandenburg,FI528,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,París CDG,FI544,07:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Kaupmannahöfn,FI204,07:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Amsterdam,FI506,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Hamborg,FI510,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Kaupmannahöfn,FI206,08:00,Departure,Plan
Neos,Á áætlun,2021-07-24,2021-08-17,Malaga,NO2904,08:20,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-08-17,Minneapolis St Paul,DL261,09:30,Departure,Plan
Play,Á áætlun,2021-07-24,2021-08-17,Alicante,OG600,10:00,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-08-17,Boston,DL267,10:05,Departure,Plan
Play,Á áætlun,2021-07-24,2021-08-17,Tenerife South,OG620,10:10,Departure,Plan
United Airlines,Á áætlun,2021-07-24,2021-08-17,Chicago,UA913,10:30,Departure,Plan
SAS,Á áætlun,2021-07-24,2021-08-17,Kaupmannahöfn,SK596,10:30,Departure,Plan
British Airways,Á áætlun,2021-07-24,2021-08-17,London Heathrow,BA801,10:45,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-08-17,New York JFK,DL247,11:15,Departure,Plan
United Airlines,Á áætlun,2021-07-24,2021-08-17,New York Newark,UA967,11:20,Departure,Plan
SAS,Á áætlun,2021-07-24,2021-08-17,Osló,SK4788,11:40,Departure,Plan
Lufthansa,Á áætlun,2021-07-24,2021-08-17,Frankfurt,LH857,13:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Madríd,FI594,14:00,Departure,Plan
Austrian,Á áætlun,2021-07-24,2021-08-17,Vín,OS9764,15:35,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-17,Dortmund,W64714,15:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Kaupmannahöfn,FI216,16:10,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-17,Búdapest,W62428,16:25,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Chicago,FI853,16:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Portland,FI665,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Washington Dulles,FI645,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Denver,FI671,16:55,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,New York Newark,FI623,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,New York JFK,FI615,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Seattle,FI681,17:05,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Boston,FI631,17:15,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-17,Vín,W62858,17:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-17,Seattle,FI683,17:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-17,Wroclaw,W61898,18:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-17,Mílanó,W65566,19:20,Departure,Plan
Arkia - Israeli Airlines Ltd,Á áætlun,2021-07-24,2021-08-17,Tel Aviv,IZ562,20:40,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-17,Gdansk,W61774,20:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-17,London Luton,W94498,21:55,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-18,Varsjá,W61540,00:10,Departure,Plan
Iberia Express,Á áætlun,2021-07-24,2021-08-18,Madríd,I23661,01:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Munchen,FI532,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Zurich,FI568,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Frankfurt,FI520,07:25,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Stokkhólmur,FI306,07:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Berlin Brandenburg,FI528,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Amsterdam,FI500,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,París CDG,FI542,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Brussel,FI554,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,London Heathrow,FI450,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Kaupmannahöfn,FI204,07:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,París CDG,FI544,07:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Osló,FI318,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Kaupmannahöfn,FI206,08:00,Departure,Plan
Neos,Á áætlun,2021-07-24,2021-08-18,Tenerife South,NO3924,08:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Tenerife South,FI580,08:40,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-08-18,Minneapolis St Paul,DL261,09:30,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-08-18,Boston,DL267,10:05,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-18,Kraká,W65054,10:15,Departure,Plan
United Airlines,Á áætlun,2021-07-24,2021-08-18,Chicago,UA913,10:30,Departure,Plan
SAS,Á áætlun,2021-07-24,2021-08-18,Kaupmannahöfn,SK596,10:30,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-08-18,New York JFK,DL247,11:15,Departure,Plan
United Airlines,Á áætlun,2021-07-24,2021-08-18,New York Newark,UA967,11:20,Departure,Plan
SAS,Á áætlun,2021-07-24,2021-08-18,Osló,SK4788,11:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Mílanó,FI592,14:00,Departure,Plan
Edelweiss,Á áætlun,2021-07-24,2021-08-18,Zurich,WK301,15:50,Departure,Plan
,Á áætlun,2021-07-24,2021-08-18,Dublin,U81325,16:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Kaupmannahöfn,FI216,16:10,Departure,Plan
El Al Israel Airlines Ltd.,Á áætlun,2021-07-24,2021-08-18,Tel Aviv,LY3202,16:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Minneapolis St Paul,FI657,16:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Chicago,FI853,16:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Washington Dulles,FI645,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Denver,FI671,16:55,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,New York JFK,FI615,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,New York Newark,FI623,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Toronto,FI603,17:05,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Seattle,FI681,17:05,Departure,Plan
Vueling,Á áætlun,2021-07-24,2021-08-18,Barcelona,VY8561,17:10,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Boston,FI631,17:15,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-18,Kangerlussuaq,FI1531,18:00,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-18,Rome Fiumicino,W68266,19:20,Departure,Plan
Transavia,Á áætlun,2021-07-24,2021-08-18,Amsterdam,HV6886,19:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-18,Katowice,W61168,20:30,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-19,Varsjá,W61540,00:05,Departure,Plan
Lufthansa,Á áætlun,2021-07-24,2021-08-19,Frankfurt,LH869,00:25,Departure,Plan
Czech Airlines,Á áætlun,2021-07-24,2021-08-19,Prag,OK461,02:00,Departure,Plan
Play,Á áætlun,2021-07-24,2021-08-19,París CDG,OG400,06:00,Departure,Plan
Play,Á áætlun,2021-07-24,2021-08-19,Kaupmannahöfn,OG900,06:30,Departure,Plan
Play,Á áætlun,2021-07-24,2021-08-19,London Stansted,OG800,06:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Munchen,FI532,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Zurich,FI568,07:20,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Frankfurt,FI520,07:25,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Helsinki,FI342,07:30,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Stokkhólmur,FI306,07:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,London Heathrow,FI450,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,París CDG,FI542,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Brussel,FI554,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Amsterdam,FI500,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Berlin Brandenburg,FI528,07:40,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Kaupmannahöfn,FI204,07:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,París CDG,FI544,07:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Amsterdam,FI506,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Osló,FI318,07:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Kaupmannahöfn,FI206,08:00,Departure,Plan
Neos,Á áætlun,2021-07-24,2021-08-19,Alicante,NO4902,08:20,Departure,Plan
Norwegian,Á áætlun,2021-07-24,2021-08-19,Osló,DY1171,08:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Alicante,FI1582,08:50,Departure,Plan
EasyJet,Á áætlun,2021-07-24,2021-08-19,Manchester,EZY1806,09:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Boston,FI635,09:20,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-08-19,Minneapolis St Paul,DL261,09:30,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-08-19,Boston,DL267,10:05,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-19,Vín,W62858,10:25,Departure,Plan
United Airlines,Á áætlun,2021-07-24,2021-08-19,Chicago,UA913,10:30,Departure,Plan
SAS,Á áætlun,2021-07-24,2021-08-19,Kaupmannahöfn,SK596,10:30,Departure,Plan
British Airways,Á áætlun,2021-07-24,2021-08-19,London Heathrow,BA801,10:40,Departure,Plan
Delta,Á áætlun,2021-07-24,2021-08-19,New York JFK,DL247,11:15,Departure,Plan
United Airlines,Á áætlun,2021-07-24,2021-08-19,New York Newark,UA967,11:20,Departure,Plan
SAS,Á áætlun,2021-07-24,2021-08-19,Osló,SK4788,11:40,Departure,Plan
Lufthansa,Á áætlun,2021-07-24,2021-08-19,Frankfurt,LH857,13:35,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Madríd,FI594,14:00,Departure,Plan
Eurowings,Á áætlun,2021-07-24,2021-08-19,Hamborg,EW7809,14:20,Departure,Plan
EasyJet,Á áætlun,2021-07-24,2021-08-19,Edinborg,EZY6942,15:05,Departure,Plan
Play,Á áætlun,2021-07-24,2021-08-19,Berlin Brandenburg,OG704,15:15,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Kaupmannahöfn,FI216,16:10,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Minneapolis St Paul,FI657,16:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Chicago,FI853,16:45,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Portland,FI665,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Washington Dulles,FI645,16:50,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Denver,FI671,16:55,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,New York JFK,FI615,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,New York Newark,FI623,17:00,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Toronto,FI603,17:05,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Seattle,FI681,17:05,Departure,Plan
Vueling,Á áætlun,2021-07-24,2021-08-19,Barcelona,VY8561,17:10,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Boston,FI631,17:15,Departure,Plan
Icelandair,Á áætlun,2021-07-24,2021-08-19,Seattle,FI683,17:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-19,Riga,W62598,18:50,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-19,Mílanó,W65566,19:20,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-19,Gdansk,W61774,20:00,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-19,London Luton,W94498,21:55,Departure,Plan
Wizz Air,Á áætlun,2021-07-24,2021-08-20,Varsjá,W61540,00:05,Departure,Plan
Eurowings,Á áætlun,2021-07-24,2021-08-20,Dusseldorf,EW9281,00:30,Departure,Plan
Lufthansa,Á áætlun,2021-07-24,2021-08-20,Munchen,LH2469,01:05,Departure,Plan
